,Unnamed: 0,section,title,page_no,content,tagged_content
394,394,29.6.3,Storing binary numbers,619,Counting is important. However it is equally important to be able to remember the numbers. Computers can convert almost anything to string of 0s and 1s and therefore to binary number. Unless this number can be stored in the computers memory the computer would be useless. The memory in the computer contains many parts. Each part is able to store single or 1. Since and are the two binary digits we say that each part of the memory stores one bit. Figure 29.20: bistable circuit made from two NOR gates. This circuit is able to store one bit of digital information. With the two inputs set to you can see that the output could be (and will remain) either or 1. The circuit on the left shows an output of the circuit on the right shows an output of 1. Wires carrying high logic levels (1) are drawn thicker. The output of the bistable is labelled Q. Definition: Bit One bit is short way of saying one binary digit. It is single or 1. If you have eight bits you can store binary number from 00000000 to 11111111 (0 to 255 in denary). This gives you enough permutations of 0s and 1s to have one for each letter of the alphabet (in upper and lower case) each digit from to each punctuation mark and each control code used by computer in storing document. When you type text into word processor each character is stored as set of eight bits. Each set of eight bits is called byte. Computer memories are graded according to how many bytes they store. There are 1024 bytes in kilobyte (kB) 1024 1024 bytes in megabyte (MB) and 1024 1024 1024 bytes in gigabyte (GB). To store bit we need circuit which can remember or 1. This is called bistable circuit because it has two stable states. It can stay indefinitely either as or 1. An example of bistable circuit is shown in Figure 29.20. It is made from two NOR gates. To store the or the in the bistable circuit you set one of the inputs to then put it back to again. If the input labelled (set) is raised the output will immediately become 1. This is shown in Figure 29.21. To store you raise the (reset) input to 1. This is shown in Figure 29.22. Once you have used the or inputs to set or reset the bistable circuit you then bring both inputs back to 0. The bistable remembers the state. Because of the ease with which the circuit can be Reset and Set it is also called RS flip flop circuit. computer memory will be able to store millions or billions of bits. If it used our circuit above it would need millions or billions of NOR gates each of which is made from several transistors. The computer memory is made of many millions of transistors. The bistable circuits drawn here dont remember 0s or 1s for ever they lose the information if the power is turned off. The same is true for the RAM (Random Access Memory) used to store working and temporary data in computer. Some modern circuits contain special memory which can remember its state even if the power is turned off. This is used in FLASH drives commonly found in USB data sticks and on the memory cards used with digital cameras. These bistable circuits are much more complex. You can also make flip flops out of logic gates however these are more complicated to design. ,Work (physics)|Electric charge|Power (physics)|Power (physics)
395,395,30,EM Radiation,625,,
396,396,30.1,Introduction,625,This chapter will focus on the electromagnetic (EM) radiation. Electromagnetic radiation is self-propagating wave in space with electric and magnetic components. These components oscillate at right angles to each other and to the direction of propagation and are in phase with each other. Electromagnetic radiation is classified into types according to the frequency of the wave: these types include in order of increasing frequency radio waves microwaves infrared radiation visible light ultraviolet radiation X-rays and gamma rays. ,Magnet|Light|Frequency|Frequency|Wave|Wave|Wave|Magnetism|Electromagnetic radiation|Electromagnetic radiation|Electromagnetic radiation|Direction (geometry)|Ray (optics)
397,397,30.2,Particle/wave nature of electromagnetic radiation,625,If you watch colony of ants walking up the wall they look like thin continuous black line. But as you look closer you see that the line is made up of thousands of separated black ants. Light and all other types of electromagnetic radiation seems like continuous wave at first but when one performs experiments on the light one can notice that the light can have both wave and particle like properties. Just like the individual ants the light can also be made up of individual bundles of energy or quanta of light. Light has both wave-like and particle-like properties (waveparticle duality) but only shows one or the other depending on the kind of experiment we perform. wave-type experiment shows the wave nature and particle-type experiment shows particle nature. One cannot test the wave and the particle nature at the same time. particle of light is called photon. Definition: Photon photon is quantum (energy packet) of light. The particle nature of light can be demonstrated by the interaction of photons with matter. One way in which light interacts with matter is via the photoelectric effect which will be studied in detail in Chapter 31. ,Energy level|Light|Light|Light|Light|Light|Light|Light|Light|Light|Light|Photoelectric effect|Wave|Wave|Wave|Wave|Electromagnetic radiation|Energy|Energy
398,398,30.3,The wave nature of electromagnetic radiation,626,Accelerating charges emit electromagnetic waves. We have seen that changing electric field generates magnetic field and changing magnetic field generates an electric field. This is the principle behind the propagation of electromagnetic waves because electromagnetic waves unlike sound waves do not need medium to travel through. EM waves propagate when an electric field oscillating in one plane produces magnetic field oscillating in plane at right angles to it which produces an oscillating electric field and so on. The propagation of electromagnetic waves can be described as mutual induction. These mutually regenerating fields travel through space at constant speed of 108m s1 represented by c. ,Magnet|Magnet|Magnet|Speed|Sound|Electric field|Electric field|Electric field|Electric field|Wave|Wave|Wave|Wave|Wave|Wave|Magnetic field|Magnetic field|Magnetic field|Magnetism|Magnetism|Magnetism|Electric charge|Field (physics)|Field (physics)|Field (physics)|Field (physics)|Field (physics)|Field (physics)|Field (physics)|Field (physics)
399,399,30.4,Electromagnetic spectrum,626,Observe the things around you your friend sitting next to you large tree across the field. How is it that you are able to see these things? What is it that is leaving your friends arm and entering your eye so that you can see his arm? It is light. The light originally comes from the sun or possibly light bulb or burning fire. In physics light is given the more technical term electromagnetic radiation which includes all forms of light not just the form which you can see with your eyes. Electromagnetic radiation allows us to observe the world around us. It is this radiation which reflects off of the objects around you and into your eye. The radiation your eye is sensitive to is only small fraction of the total radiation emitted in the physical universe. All of the different fractions taped together make up the electromagnetic spectrum. When white light is split into its component colours by prism you are looking at portion of the electromagnetic spectrum. The wavelength of particular electromagnetic radiation will depend on how it was created. The radiation can take on any wavelength which means that the spectrum is continuous. Physicists broke down this continuous band into sections. Each section is defined by how the radiation is created not the radiations wavelength. But each category is continuous within the min and max wavelength of that category meaning there are no wavelengths excluded within some range. The spectrum is in order of wavelength with the shortest wavelength at one end and the longest wavelength at the other. The spectrum is then broken down into categories as detailed in Table 30.1. Since an electromagnetic wave is still wave the following equation that you learnt in Grade 10 still applies: In theory the spectrum is infinite although realistically we can only observe wavelengths from few hundred kilometers to those of gamma rays due to experimental limitations. Humans experience electromagnetic waves differently depending on their wavelength. Our eyes are sensitive to visible light while our skin is sensitive to infrared and many wavelengths we do not detect at all. ,Wavelength|Wavelength|Wavelength|Wavelength|Wavelength|Wavelength|Wavelength|Wavelength|Wavelength|Wavelength|Wavelength|Light|Light|Light|Light|Light|Light|Light|Wave|Wave|Wave|Color|Electromagnetic radiation|Electromagnetic radiation|Electromagnetic radiation|Electromagnetic spectrum|Electromagnetic spectrum|Ray (optics)|Reflection (physics)|Field (physics)|Physics|Physics
400,400,30.5,The particle nature of electromagnetic radiation,629,When we talk of electromagnetic radiation as particle we refer to photons which are packets of energy. The energy of the photon is related to the wavelength of electromagnetic radiation according to: is called Plancks constant. Definition: Plancks constant Plancks constant is physical constant named after Max Planck. 6626 1034 The energy of photon can be calculated using the formula: hf or Where is the energy of the photon in joules (J) is plancks constant is the speed of light is the frequency in hertz (Hz) and is the wavelength in metres (m). ,Wavelength|Wavelength|Light|Frequency|Speed|Hertz|Hertz|Metre|Electromagnetic radiation|Electromagnetic radiation|Joule|Energy|Energy|Energy|Energy|Physics
401,401,30.6,Penetrating ability of electromagnetic radiation,631,Different kinds of electromagnetic radiation have different penetrabilities. For example if we take the human body as the object. Infrared light is emitted by the human body. Visible light is reflected off the surface of the human body ultra-violet light (from sunlight) damages the skin but X-rays are able to penetrate the skin and bone and allows for pictures of the inside of the human body to be taken. If we compare the energy of visible light to the energy of X-rays we find that X-rays have much higher energy. Usually kinds of electromagnetic radiation with higher energy have higher penetrabilities than those with low energies. Certain kinds of electromagnetic radiation such as ultra-violet radiation X-rays and gamma rays are very dangerous. Radiation such as these are called ionising radiation. Ionising radiation loses energy as it passes through matter breaking molecular bonds and creating ions. Excessive exposure to radiation including sunlight X-rays and all nuclear radiations can cause destruction of biological tissue. ,Light|Light|Light|Light|Electromagnetic radiation|Electromagnetic radiation|Electromagnetic radiation|Energy|Energy|Energy|Energy|Energy|Energy|Ray (optics)|Reflection (physics)
402,402,30.6.1,Ultraviolet(UV) radiation and the skin,631,UVA and UVB are different ranges of frequencies for ultraviolet (UV) light. UVA and UVB can damage collagen fibres which results in the speeding up skin aging. In general UVA is the least harmful but it can contribute to the aging of skin DNA damage and possibly skin cancer. It penetrates deeply and does not cause sunburn. Because it does not cause reddening of the skin (erythema) it cannot be measured in the SPF testing. There is no good clinical measurement of the blocking of UVA radiation but it is important that sunscreen block both UVA and UVB. UVB light can cause skin cancer. The radiation excites DNA molecules in skin cells resulting in possible mutations which can cause cancer. This cancer connection is one reason for concern about ozone depletion and the ozone hole. As defense against UV radiation the body tans when exposed to moderate (depending on skin type) levels of radiation by releasing the brown pigment melanin. This helps to block UV penetration and prevent damage to the vulnerable skin tissues deeper down. Suntan lotion often referred to as sunblock or sunscreen partly blocks UV and is widely available. Most of these products contain an SPF rating that describes the amount of protection given. This protection however applies only to UVB rays responsible for sunburn and not to UVA rays that penetrate more deeply into the skin and may also be responsible for causing cancer and wrinkles. Some sunscreen lotion now includes compounds such as titanium dioxide which helps protect against UVA rays. Other UVA blocking compounds found in sunscreen include zinc oxide and avobenzone. ,Light|Light|Frequency|Speed|Pigment|Ray (optics)|Ray (optics)|Ray (optics)
403,403,30.6.2,Ultraviolet radiation and the eyes,632,High intensities of UVB light are hazardous to the eyes and exposure can cause welders flash (photo keratitis or arc eye) and may lead to cataracts pterygium and pinguecula formation. Protective eyewear is beneficial to those who are working with or those who might be exposed to ultraviolet radiation particularly short wave UV. Given that light may reach the eye from the sides full coverage eye protection is usually warranted if there is an increased risk of exposure as in high altitude mountaineering. Mountaineers are exposed to higher than ordinary levels of UV radiation both because there is less atmospheric filtering and because of reflection from snow and ice. Ordinary untreated eyeglasses give some protection. Most plastic lenses give more protection than glass lenses. Some plastic lens materials such as polycarbonate block most UV. There are protective treatments available for eyeglass lenses that need it which will give better protection. But even treatment that completely blocks UV will not protect the eye from light that arrives around the lens. To convince yourself of the potential dangers of stray UV light cover your lenses with something opaque like aluminum foil stand next to bright light and consider how much light you see despite the complete blockage of the lenses. Most contact lenses help to protect the retina by absorbing UV radiation. ,Plasticity (physics)|Plasticity (physics)|Light|Light|Light|Light|Light|Light|Work (physics)|Wave|Reflection (physics)
404,404,30.6.3,X-rays,632,While x-rays are used significantly in medicine prolonged exposure to X-rays can lead to cell damage and cancer. For example mammogram is an x-ray of the human breast to detect breast cancer but if woman starts having regular mammograms when she is too young her chances of getting breast cancer increases. ,
405,405,30.6.4,Gamma-rays,632,Due to the high energy of gamma-rays they are able to cause serious damage when absorbed by living cells. Gamma-rays are not stopped by the skin and can induce DNA alteration by interfering with the genetic material of the cell. DNA double-strand breaks are generally accepted to be the most biologically significant lesion by which ionising radiation causes cancer and hereditary disease. study done on Russian nuclear workers exposed to external whole-body gamma-radiation at high cumulative doses shows link between radiation exposure and death from leukaemia lung liver skeletal and other solid cancers. Extension: Cellphones and electromagnetic radiation Cellphone radiation and health concerns have been raised especially following the enormous increase in the use of wireless mobile telephony throughout the world. This is because mobile phones use electromagnetic waves in the microwave range. These concerns have induced large body of research. Concerns about effects on health have also been raised regarding other digital wireless systems such as data communication networks. The World Health Organization has officially ruled out adverse health effects from cellular base stations and wireless data networks and expects to make recommendations about mobile phones in 2007-08. Cellphone users are recommended to minimise radiation by for example: 1. Use hands-free to decrease the radiation to the head. 2. Keep the mobile phone away from the body. 3. Do not telephone in car without an external antenna. ,Wave|Electromagnetic radiation|Energy|Interference (wave propagation)
406,406,31,Optical Phenomena and Properties of Matter,635,,
407,407,31.1,Introduction,635,For centuries physicists argued about whether light was particle or wave. It was assumed that light could only be one or the other but not both. In earlier chapters on waves (Chapters 24 25 26) and optics (Chapters and 13) you studied how light or other electromagnetic radiation propagates like wave. The wave nature of light of was demonstrated by the propagation of light in examples such as diffraction interference and polarisation of light. You also saw in Chapter 30 on electromagnetic radiation how light sometimes behaves as particle. This chapter looks at evidence supporting the particle model of light. The idea that light can have both wave and particle properties was one of the most important discoveries of the twentieth century. ,Light|Light|Light|Light|Light|Light|Light|Light|Light|Diffraction|Wave|Wave|Wave|Wave|Wave|Geometrical optics|Electromagnetic radiation|Electromagnetic radiation
408,408,31.2,The transmission and scattering of light,635,,
409,409,31.2.1,Energy levels of an electron,635,We have seen that the electrons in an atom have different energy levels. When the electron receives enough energy it can jump up to higher energy level. This is called exciting the electron. When the electron in high energy level sheds some energy it drops to lower energy level. We have also seen that the energy associated with light at specific wavelength is given by: hc In the particle model of light this means that each packet of light (photon) at wavelength has energy: hc For the electron to receive energy it absorbs photon and gets its energy. When an electron loses energy to drop to lower level it emits (gives off) photon with that energy. ,Wavelength|Wavelength|Energy level|Energy level|Energy level|Energy level|Light|Light|Light|Electron|Electron|Electron|Electron|Electron|Electron|Energy|Energy|Energy|Energy|Energy|Energy|Energy|Energy|Energy|Energy|Energy|Energy
410,410,31.2.2,Interaction of light with metals,636,When light encounters or passes through material the photons of the light interact with the atoms or molecules of the material. Depending on the strength of the interactions and how often they happen the light will pass through the material or be scattered in some other direction. Each wavelength of light relates to particular energy and the closer that energy is to the energy difference between two of the levels of the atom the likelier the photon is to interact with the atom. When visible or ultraviolet (UV) radiation shines on metal the photons are absorbed by the electrons in the metal. The electrons are then excited up to higher energy level. When an electron returns to lower energy level another photon is emitted. This is how light is reflected off metal surface. In previous chapters you have studied geometrical optics which tells us what happens to rays of light when they are reflected off surface or refracted through lens. That tells us what happens to light rays made up of many photons on large scale. If you look at smaller level i.e. on microscopic scale then reflection and refraction happen by all the photons interacting with the atoms of the lens or mirror. The photons get absorbed and re-emitted many times before emerging as the finals rays of light that we see. Scattering of light is responsible for many effects in everyday life. We see that certain materials are red or blue for example since they contain materials that have energy level differences that correspond to the energies of the photons that make up red or blue light. These materials then reflect the red or blue light and absorb the other wavelengths in the visible spectrum. White objects reflect photons of all wavelengths in the visual spectrum while black objects absorb these photons. Because truly black object absorbs all the visual wavelengths of light and does not re-emit photons at visual wavelengths we can say that black is not colour itself but rather lack of colour Also since black objects absorb visual light they heat up more than objects of other colours which reflect light at certain wavelengths. Metals generally reflect most wavelengths of visible light but they will reflect the light in certain direction given by the laws of reflection in geometrical optics. This is different to most materials like wood or fabric which reflect light in all directions. Metals have this property since they have electrons that are not bound to atoms and can move freely through the metal. This is unlike most other materials that have their electrons bound closely to the atoms. These free electrons in metals can then absorb and reflect photons of wide range of energies. Ultraviolet light (which has shorter wavelengths than visible light) will pass through some substances such as many plastics because they do not have the right energy levels to absorb it and re-emit it. X-rays (also short wavelengths) will also pass through most materials since the energies of X-rays correspond to the energy levels of atomic nuclei. Such nuclei are much smaller than atoms so it is much less likely for an X-ray to hit nucleus instead of the whole atom. Most materials will absorb infrared radiation (longer wavelengths than visible light) since the energies of that radiation often correspond to rotational or vibrational energy levels of molecules. ,Refraction|Refraction|Wavelength|Wavelength|Wavelength|Wavelength|Wavelength|Wavelength|Wavelength|Wavelength|Wavelength|Wavelength|Energy level|Energy level|Energy level|Energy level|Energy level|Energy level|Plasticity (physics)|Light|Light|Light|Light|Light|Light|Light|Light|Light|Light|Light|Light|Light|Light|Light|Light|Light|Light|Light|Light|Strength of materials|Scattering|Scattering|Optical microscope|Geometrical optics|Geometrical optics|Color|Color|Color|Electron|Electron|Electron|Electron|Electron|Electron|Specular reflection|Refractive index|Refractive index|Direction (geometry)|Direction (geometry)|Direction (geometry)|Energy|Energy|Energy|Energy|Energy|Energy|Energy|Energy|Energy|Energy|Energy|Energy|Energy|Ray (optics)|Ray (optics)|Ray (optics)|Reflection (physics)|Reflection (physics)|Reflection (physics)|Reflection (physics)|Reflection (physics)|Reflection (physics)|Reflection (physics)|Reflection (physics)|Reflection (physics)|Reflection (physics)|Reflection (physics)
411,411,31.2.3,Why is the sky blue?,637,The sun emits light in many different wavelengths including all of the visible wavelengths. Light which is made up of all the visible wavelengths appears white. So what causes the sky to look blue? The air is not just full of nitrogen and oxygen gases. It is also full of tiny dust grains. The light from the sun scatters off these many dust grains. The chance that the light will scatter off one of these dust grains is bigger for shorter wavelengths. The short wavelength blue light is therefore scattered much more than the other colors. At noon when the light from the sun is coming straight down (see the picture below) the scattered blue light reaches your eyes from all directions and so the sky appears blue. The other wavelengths do not get scattered much and therefore miss your line of sight. At sunrise or sunset the direction of the light coming from the sun is now straight towards your eyes (see picture below). Therefore the scattered blue light cant be seen because it is scattered out of your line of sight. The redder colours (oranges and reds) can now be seen because they are not scattered as much and still fall in your line of sight. ,Wavelength|Wavelength|Wavelength|Wavelength|Wavelength|Wavelength|Light|Light|Light|Light|Light|Light|Light|Light|Light|Scattering|Scattering|Scattering|Scattering|Scattering|Scattering|Scattering|Scattering|Color|Color|Direction (geometry)|Direction (geometry)
412,412,31.3,The photoelectric effect,638,Around the turn of the twentieth century it was observed by number of physicists (including Hertz Thomson and Von Lenard) that when light was shone on metal electrons were emitted by the metal. This is called the photoelectric effect. (photo- for light electric- for the electron.) Definition: The photoelectric effect The photoelectric effect is the process whereby an electron is emitted by metal when light shines on it. At that time light was thought to be purely wave. Therefore physicists thought that if more intense (i.e. brighter) light was shone on metal then the electrons would be knocked out with greater kinetic energies than if faint light was shone on them. However Von Lenard observed that this did not happen at all. The intensity of the light made no difference to the kinetic energy of the emitted electrons Also it was observed that the electrons were emitted immediately when light was shone on the metal there was no time delay. Einstein solved this problem by proposing that light is made up of packets of energy called quanta (now called photons) which interacted with the electrons in the metal like particles instead of waves. Each incident photon would transfer all its energy to one electron in the metal. For specific colour of light (i.e. certain wavelength or frequency) the energy of the photons is given by hf hc where is Plancks constant. The energy needed to knock an electron out of the metal is called the work function (symbol of the metal. Therefore the amount of energy left over as the kinetic energy (Ek) of the emitted electron would be the difference between the incoming photons energy and the energy needed to knock out the electron (work function of the metal): Ek hf Increasing the intensity of the light (i.e. making it brighter) did not change the wavelength of the light and therefore the electrons would be emitted with the same kinetic energy as before This solved the paradox and showed that light has both wave nature and particle nature. Einstein won the Nobel prize for this quantum theory and his explanation of the photoelectric effect. Increasing the intensity of the light actually means increasing the number of incident photons. Therefore since each photon only gives energy to one electron more incident photons meansmore electrons would be knocked out of the metal but their kinetic energies would be the same as before. The photoelectric effect was first observed in the experiments of Heinrich Hertz in 1887. In 1899 J.J. Thomson proved that it was electrons that were emitted. The photoelectric effect was theoretically explained by Albert Einstein in 1905. The discovery and understanding of the photoelectric effect was one of the major breakthroughs in science in the twentieth century as it provided concrete evidence of the particle nature of light. It overturned previously held views that light was composed purely of continuous transverse wave. On the one hand the wave nature is good description of phenomena such as diffraction and interference for light and on the other hand the photoelectric effect demonstrates the particle nature of light. This is now known as the dual-nature of light. (dual means two) While solving problems we need to decide for ourselves whether we should consider the wave property or the particle property of light. For example when dealing with interference and diffraction light should be treated as wave whereas when dealing with photoelectric effect we consider the particle nature. ,Wavelength|Wavelength|Light|Light|Light|Light|Light|Light|Light|Light|Light|Light|Light|Light|Light|Light|Light|Light|Light|Light|Light|Light|Light|Frequency|Work (physics)|Work (physics)|Diffraction|Diffraction|Photoelectric effect|Photoelectric effect|Photoelectric effect|Photoelectric effect|Photoelectric effect|Photoelectric effect|Photoelectric effect|Photoelectric effect|Photoelectric effect|Wave|Wave|Wave|Wave|Wave|Wave|Wave|Hertz|Hertz|Color|Electron|Electron|Electron|Electron|Electron|Electron|Electron|Electron|Electron|Electron|Electron|Electron|Electron|Electron|Electron|Energy|Energy|Energy|Energy|Energy|Energy|Energy|Energy|Energy|Energy|Energy|Energy|Energy|Kinetic energy|Kinetic energy|Kinetic energy|Kinetic energy|Kinetic energy
413,413,31.3.1,Applications of the photoelectric effect,640,We have learnt that metal contains electrons that are free to move between the valence and conduction bands. When photon strikes the surface of metal it gives all its energy to one electron in the metal. If the photon energy is equal to the energy between two energy levels then the electron is excited to the higher energy level. If the photon energy is greater than or equal to the work function (energy needed to escape from the metal) then the electron is emitted from the surface of the metal (the photoelectric effect). The work function is different for different elements. The smaller the work function the easier it is for electrons to be emitted from the metal. Metals with low work functions make good conductors. This is because the electrons are attached less strongly to their surroundings and can move more easily through these materials. This reduces the resistance of the material to the flow of current i.e. it conducts well. Table 31.1 shows the work functions for range of elements. The electron volt is the kinetic energy gained by an electron passing through potential difference of one volt (1 V). volt is not measure of energy but the electron volt is unit of energy. When you connect 1.5 Volt battery to circuit you can give 1.5 eV of energy to every electron. ,Energy level|Energy level|Work (physics)|Work (physics)|Work (physics)|Work (physics)|Work (physics)|Photoelectric effect|Voltage|Electron|Electron|Electron|Electron|Electron|Electron|Electron|Electron|Electron|Electron|Energy|Energy|Energy|Energy|Energy|Energy|Energy|Energy|Energy|Energy|Energy|Electrical conductor|Electrical |Electrical resistance and conductance|Kinetic energy|Electric current
414,414,31.3.2,Real-life applications,642,Solar Cells The photo-electric effect may seem like very easy way to produce electricity from the sun. This is why people choose to make solar panels out of materials like silicon to generate electricity. In real-life however the amount of electricity generated is less than expected. This is because not every photon knocks out an electron. Other processes such as reflection or scattering also happen. This means that only fraction 10 (depends on the material) of the photons produce photoelectrons. This drop in efficiency results in lower measured current. Much work is being done in industry to improve this efficiency so that the panels can generate as high current as possible and create as much electricity as possible form the sun. But even these smaller electrical currents are useful in applications like solar-powered calculators. ,Work (physics)|Photoelectric effect|Scattering|Electron|Reflection (physics)|Electric current|Electric current|Electric current|Ammeter
415,415,31.4,Emission and absorption spectra,643,,
416,416,31.4.1,Emission Spectra,643,You have learnt previously about the structure of an atom. The electrons surrounding the atomic nucleus are arranged in series of levels of increasing energy. Each element has its own distinct set of energy levels. This arrangement of energy levels serves as the atoms unique fingerprint. In the early 1900s scientists found that liquid or solid heated to high temperatures would give off broad range of colours of light. However gas heated to similar temperatures would emit light only at certain specific colours (wavelengths). The reason for this observation was not understood at the time. Scientists studied this effect using discharge tube. Figure 31.3: Diagram of discharge tube. The tube is filled with gas. When high enough voltage is applied to both ends of the tube the gas ionises and acts like conductor allowing current to flow through the circuit. The current excites the atoms of the ionised gas. When the atoms fall back to their ground state they emit photons to carry off the excess energy. discharge tube (Figure 31.3) is glass gas-filled tube with metal plate at both ends. If large enough voltage difference is applied between the two metal plates the gas atoms inside the tube will absorb enough energy to make some of their electrons come off i.e. the gas atoms are ionised. These electrons start moving through the gas and create current which raises some electrons in other atoms to higher energy levels. Then as the electrons in the atoms fall back down they emit electromagnetic radiation. The amount of light emitted at different wavelengths called the emission spectrum is shown for discharge tube filled with hydrogen gas in figure 31.4 below. Only certain wavelengths (i.e. colours) of light are seen as shown by the thick black lines in the picture. Figure 31.4: Diagram of the emission spectrum of hydrogen in the visible spectrum. Four lines are visible and are labeled with their wavelengths. The three lines in the 400500 nm range are in the blue part of the spectrum while the higher line (656 nm) is in the redorange part. Eventually scientists realized that these lines come from photons of specific energy emitted by electrons making transitions between specific energy levels of the atom. Figure ?? shows an example of this happening. When an electron in an atom falls from higher energy level to lower energy level it emits photon to carry off the extra energy. This photons energy is equal to the energy difference between the two energy levels. As we previously discussed the frequency of photon is related to its energy through the equation hf. Since specific photon frequency (or wavelength) gives us specific colour we can see how each coloured line is associated with specific transition. Figure 31.5: In this diagram are shown some of the electron energy levels for the hydrogen atom. The arrows show the electron transitions from higher energy levels to lower energy levels. The energies of the emitted photons are the same as the energy difference between two energy levels. You can think of absorption as the opposite process. The arrows would point upwards and the electrons would jump up to higher levels when they absorp photon of the right energy. Visible light is not the only kind of electromagnetic radiation emitted. More energetic or less energetic transitions can produce ultraviolet or infrared radiation. However because each atom has its own distinct set of energy levels (its fingerprint) each atom has its own distinct emission spectrum. ,Wavelength|Wavelength|Wavelength|Wavelength|Wavelength|Emission spectrum|Emission spectrum|Emission spectrum|Energy level|Energy level|Energy level|Energy level|Energy level|Energy level|Energy level|Energy level|Energy level|Energy level|Energy level|Energy level|Light|Light|Light|Light|Light|Frequency|Frequency|Color|Color|Color|Color|Color|Voltage|Voltage|Electron|Electron|Electron|Electron|Electron|Electron|Electron|Electron|Electron|Electron|Electromagnetic radiation|Electromagnetic radiation|Temperature|Temperature|Energy|Energy|Energy|Energy|Energy|Energy|Energy|Energy|Energy|Energy|Energy|Energy|Energy|Energy|Energy|Energy|Energy|Energy|Energy|Energy|Energy|Energy|Energy|Electrical conductor|Electric current|Electric current|Electric current
417,417,31.4.2,Absorption spectra,644,As you know atoms do not only emit photons they also absorb photons. If photon hits an atom and the energy of the photon is the same as the gap between two electron energy levels in the atom then the electron can absorb the photon and jump up to the higher energy level. If the atom has no energy level differences that equal the incoming photons energy it cannot absorb the photon and can only scatter it. Using this effect if we have source of photons of various energies we can obtain the absorption spectra for different materials. To get an absorption spectrum just shine white light on sample of the material that you are interested in. White light is made up of all the different wavelengths of visible light put together. In the absorption spectrum the energy levels corresponding to the absorbed photons show up as black lines because the photons of these wavelengths have been absorbed and dont show up. Because of this the absorption spectrum is the exact inverse of the emission spectrum. Look at the two figures below. In figure 31.6 you can see the emission lines of hyrodrogen. Figure 31.7 shows the absorption spectrum. It is the exact opposite of the emission spectrum Both emission and absorption techniques can be used to get the same information about the energy levels of an atom. ,Absorption spectroscopy|Absorption spectroscopy|Absorption spectroscopy|Absorption spectroscopy|Absorption spectroscopy|Wavelength|Wavelength|Emission spectrum|Emission spectrum|Emission spectrum|Emission spectrum|Energy level|Energy level|Energy level|Energy level|Energy level|Light|Light|Light|Scattering|Electron|Electron|Energy|Energy|Energy|Energy|Energy|Energy|Energy|Energy
418,418,31.4.3,Colours and energies of electromagnetic radiation,646,We saw in the explanation of why the sky is blue that different wavelengths or frequencies of light correspond to different colours of light. The table below gives the wavelengths and colours for light in the visible spectrum: We also know that the energy of photon of light can be found from: hf hc Therefore if we know the frequency or wavelength of light we can calculate the photons energy and vice versa. ,Wavelength|Wavelength|Wavelength|Light|Light|Light|Light|Light|Frequency|Frequency|Color|Color|Energy|Energy
419,419,31.4.4,Applications of emission and absorption spectra,648,The study of spectra from stars and galaxies in astronomy is called spectroscopy. Spectroscopy is tool widely used in astronomy to learn different things about astronomical objects. Identifying elements in astronomical objects using their spectra Measuring the spectrum of light from star can tell astronomers what the star is made of Since each element emits or absorbs light only at particular wavelengths astronomers can identify what elements are in the stars from the lines in their spectra. From studying the spectra of many stars we know that there are many different types of stars which contain different elements and in different amounts. Determining velocities of galaxies using spectroscopy You have already learned in Chapter 24 about the Doppler effect and how the frequency (and wavelength) of sound waves changes depending on whether the object emitting the sound is moving towards or away from you. The same thing happens to electromagnetic radiation. If the object emitting the light is moving towards us then the wavelength of the light appears shorter (called blue-shifted). If the object is moving away from us then the wavelength of its light appears stretched out (called red-shifted). The Doppler effect affects the spectra of objects in space depending on their motion relative to us on the earth. For example the light from distant galaxy which is moving away from us at some velocity will appear red-shifted. This means that the emission and absorption lines in the galaxys spectrum will be shifted to longer wavelength (lower frequency). Knowing where each line in the spectrum would normally be if the galaxy was not moving and comparing to their red-shifted positions allows astronomers to precisely measure the velocity of the galaxy relative to the earth Global warming and greenhouse gases The sun emits radiation (light) over range of wavelengths which are mainly in the visible part of the spectrum. Radiation at these wavelengths passes through the gases of the atmosphere to warm the land and the oceans below. The warm earth then radiates this heat at longer infrared wavelengths. Carbon-dioxide (one of the main greenhouse gases) in the atmosphere has energy levels which correspond to the infrared wavelengths which allow it to absorb the infrared radiation. It then also emits at infrared wavelengths in all directions. This effect stops large amount of the infrared radiation getting out of the atmosphere which causes the atmosphere and the earth to heat up. More radiation is coming in than is getting back out. Therefore increasing the amount of greenhouse gases in the atmosphere increases the amount of trapped infrared radiation and therefore the overall temperature of the earth. The earth is very sensitive and complicated system upon which life depends and changing the delicate balances of temperature and atmospheric gas content may have disastrous consequences if we are not careful. ,Wavelength|Wavelength|Wavelength|Wavelength|Wavelength|Wavelength|Wavelength|Wavelength|Wavelength|Wavelength|Emission spectrum|Energy level|Velocity|Velocity|Velocity|Light|Light|Light|Light|Light|Light|Light|Frequency|Frequency|Sound|Sound|Doppler effect|Doppler effect|Wave|Position (vector)|Electromagnetic radiation|Direction (geometry)|Temperature|Temperature|Energy|Motion
