,Unnamed: 0,section,title,page_no,content,tagged_content
10,10,1.10,Vertical Angles,47,Here youll learn about vertical angles and how they can help you to solve problems in geometry. What if you want to know how opposite pairs of angles are related when two lines cross forming four angles? After completing this Concept youll be able to apply the properties of these special angles to help you solve problems in geometry. Vertical angles are two non-adjacent angles formed by intersecting lines. In the picture below and are vertical angles and and are vertical angles. Notice that these angles are labeled with numbers. You can tell that these are labels because they do not have degree symbol. Investigation: Vertical Angle Relationships 1. Draw two intersecting lines on your paper. Label the four angles created and 4. See the picture above. 2. Take your protractor and find 1. 3. What is the angle relationship between and 2? Find 2. 4. What is the angle relationship between and 4? Find 4. 5. What is the angle relationship between and 3? Find 3. 6. Are any angles congruent? If so write down the congruence statement. From this investigation hopefully you found out that and 4. This is our first theorem. That means it must be proven true in order to use it. Vertical Angles Theorem: If two angles are vertical angles then they are congruent. We can prove the Vertical Angles Theorem using the same process we used above. However lets not use any specific values for the angles. Recall that anytime the measures of two angles are equal the angles are also congruent. ,Angle|Angle|Angle|Angle|Angle|Angle|Angle|Angle|Angle|Angle|Angle|Angle|Angle|Angle|Angle|Angle|Angle|Angle|Angle|Angle|Angle|Angle|Congruence (geometry)|Congruence (geometry)|Geometry|Geometry|Line (geometry)|Line (geometry)|Line (geometry)
11,11,1.11,Triangle Classification,51,Here youll learn how to classify triangle based on its angles and sides. What if you were given the angle measures or side lengths of several triangles and were asked to group them based on their properties? After completing this Concept youll be able to classify triangle as right obtuse acute equiangular scalene isosceles andor equilateral. Guidance triangle is any closed figure made by three line segments intersecting at their endpoints. Every triangle has three vertices (the points where the segments meet) three sides (the segments) and three interior angles (formed at each vertex). All of the following shapes are triangles. You might have also learned that the sum of the interior angles in triangle is 180 Later we will prove this but for now you can use this fact to find missing angles. Angles can be classified by their size: acute obtuse or right. In any triangle two of the angles will always be acute. The third angle can be acute obtuse or right. We classify each triangle by this angle. Right Triangle: When triangle has one right angle. Obtuse Triangle: When triangle has one obtuse angle. Acute Triangle: When all three angles in the triangle are acute. Equiangular Triangle: When all the angles in triangle are congruent. We can also classify triangles by its sides. Scalene Triangle: When all sides of triangle are all different lengths. Isosceles Triangle: When at least two sides of triangle are congruent. Equilateral Triangle: When all sides of triangle are congruent. Note that by the above definitions an equilateral triangle is also an isosceles triangle. triangle is any closed figure made by three line segments intersecting at their endpoints. Every triangle has three vertices (the points where the segments meet) three sides (the segments) and three interior angles (formed at each vertex). right triangle is triangle with one right angle. An obtuse triangle is triangle with one obtuse angle. An acute triangle is triangle where all three angles are acute. An equiangular triangle is triangle with all congruent angles. scalene triangle is triangle where all three sides are different lengths. An isosceles triangle is triangle with at least two congruent sides. An equilateral triangle is triangle with three congruent sides. ,Right triangle|Right triangle|Angle|Angle|Angle|Angle|Angle|Angle|Angle|Angle|Angle|Angle|Angle|Angle|Angle|Angle|Angle|Angle|Angle|Angle|Angle|Angle|Congruence (geometry)|Right angle|Right angle|Equilateral triangle|Equilateral triangle|Special right triangles|Special right triangles|Acute and obtuse triangles|Acute and obtuse triangles|Line (geometry)|Line (geometry)|Point (geometry)|Point (geometry)|Vertex (geometry)|Vertex (geometry)|Isosceles triangle|Isosceles triangle|Isosceles triangle|Isosceles triangle|Line segment|Line segment|Line segment|Line segment|Line segment|Line segment|Triangle|Triangle|Triangle|Triangle|Triangle|Triangle|Triangle|Triangle|Triangle|Triangle|Triangle|Triangle|Triangle|Triangle|Triangle|Triangle|Triangle|Triangle|Triangle|Triangle|Triangle|Triangle|Triangle|Triangle|Triangle|Triangle|Triangle|Triangle|Triangle|Triangle|Triangle|Triangle|Triangle|Triangle|Triangle|Triangle|Triangle|Triangle|Triangle|Triangle|Triangle|Triangle|Internal and external angle|Internal and external angle|Internal and external angle
12,12,1.12,Polygon Classification,57,Here youll learn how to classify polygon based on its sides. Youll also learn how to decide whether polygon is convex or concave. What if you were told how many sides polygon has? How would you describe the polygon based on that information? After completing this Concept youll be able to classify polygon according to the number of sides it has. polygon is any closed planar figure that is made entirely of line segments that intersect at their endpoints. Polygons can have any number of sides and angles but the sides can never be curved. The segments are called the sides of the polygons and the points where the segments intersect are called vertices. The easiest way to identify polygon is to look for closed figure with no curved sides. Polygons can be either convex or concave. Think of the term concave as referring to cave or caving in. concave polygon has section that points inward toward the middle of the shape. All stars are concave polygons. convex polygon does not share this property. Diagonals are line segments that connect the vertices of convex polygon that are not sides. The red lines are all diagonals. This pentagon has diagonals. Whether polygon is convex or concave it can always be named by the number of sides. See the chart below. polygon is any closed planar figure that is made entirely of line segments that intersect at their endpoints. The segments are called the sides of the polygons and the points where the segments intersect are called vertices. Polygons can be either convex or concave. concave polygon has section that points inward toward the middle of the shape. Diagonals are line segments that connect the vertices of convex polygon that are not sides. Polygon Name Quadrilateral Pentagon Hexagon Heptagon Octagon Nonagon Decagon Undecagon hendecagon Dodecagon ngon or Number of Sides 10 11 Number of Diagonals 14 12 (where 12) Convex Example ,Heptagon|Nonagon|Angle|Angle|Angle|Angle|Angle|Polygon|Polygon|Polygon|Polygon|Polygon|Polygon|Polygon|Polygon|Polygon|Polygon|Polygon|Polygon|Polygon|Polygon|Polygon|Polygon|Polygon|Polygon|Polygon|Polygon|Polygon|Polygon|Dodecagon|Pentagon|Pentagon|Octagon|Hexagon|Convex polygon|Convex polygon|Convex polygon|Star polygon|Line (geometry)|Line (geometry)|Line (geometry)|Line (geometry)|Line (geometry)|Point (geometry)|Point (geometry)|Point (geometry)|Point (geometry)|Diagonal|Diagonal|Diagonal|Diagonal|Diagonal|Hendecagon|Hendecagon|Line segment|Line segment|Line segment|Line segment|Line segment|Line segment|Line segment|Line segment|Decagon
13,13,2,Reasoning and Proof,64,This chapter explains how to reason and how to use reasoning to prove theorems about angle pairs and segments. This chapter also introduces the properties of congruence which will also be used in proofs. Subsequent chapters will combine what you have learned in Chapters and and build upon them. ,Angle|Congruence (geometry)|Line segment
14,14,2.1,Conjectures and Counterexamples,81,Here youll learn how to make educated guesses or conjectures based on patterns. Youll also learn how to disprove conjectures with counterexamples. What if your older brother told you that all of his male friends at school play sports so all guys must play sports. How could you prove him wrong? After completing this Concept you will be able to make conjectures and disprove conjectures using counterexamples. conjecture is an educated guess that is based on examples in pattern. Numerous examples may make you believe conjecture. However no number of examples can actually prove conjecture. It is always possible that the next example would show that the conjecture is false. counterexample is an example that disproves conjecture. Concept Problem Revisited Your older brother made the conjecture that all guys must play sports. You could prove him wrong or disprove his conjecture by offering counterexample. Say your friend John is guy and does not play sports. Just one counterexample is enough to disprove your brothers conjecture. conjecture is an educated guess that is based on examples in pattern. counterexample is an example that disproves conjecture. ,
15,15,2.2,If-Then Statements,74,Here youll learn how to rewrite statements in if-then form and determine the hypothesis and conclusion. Rube Goldman was cartoonist in the 1940s who drew crazy inventions to do very simple things. The invention below has series of smaller tasks that leads to the machine wiping the mans face with napkin. Write series of if-then statements to that would caption this cartoon from to M. After completing this Concept youll be able to rewrite statements into if-then form. Guidance conditional statement (also called an If-Then Statement) is statement with hypothesis followed by conclusion. Another way to define conditional statement is to say If this happens then that will happen. The hypothesis is the first or if part of conditional statement. The conclusion is the second or then part of conditional statement. The conclusion is the result of hypothesis. Keep in mind that conditional statements might not always be written in the if-then form. Here are few examples. Statement 1: If you work overtime then youll be paid time-and-a-half. Statement 2: Ill wash the car if the weather is nice. Statement 3: If divides evenly into then is an even number. Statement 4: Ill be millionaire when win monopoly. Statement 5: All equiangular triangles are equilateral. Statements and are written in the if-then form. The hypothesis of Statement is you work overtime. The conclusion is youll be paid time-and-a-half. So if Sarah works overtime then what will happen? From Statement we can conclude that she will be paid time-and-a-half. If goes evenly into 16 what can you conclude? From Statement we know that 16 must be an even number. Statement has the hypothesis after the conclusion. Even though the word then is not there the statement can be rewritten as: If the weather is nice then Ill wash the car. If the word if is in the middle of conditional statement the hypothesis is always after it. Statement uses the word when instead of if. It should be treated like Statement so it can be written as: If win monopoly then will be millionaire. In Statement if and then are not there but can be rewritten as: If triangle is equiangular then it is equilateral. Concept Problem Revisited The conditional statements are as follows: B: If the man raises his spoon then it pulls string. C: If the string is pulled then it tugs back spoon. D: If the spoon is tugged back then it throws cracker into the air. E: If the cracker is tossed into the air the bird will eat it. F: If the bird eats the cracker then it turns the pedestal. G: If the bird turns the pedestal then the water tips over. H: If the water tips over it goes into the bucket. I: If the water goes into the bucket then it pulls down the string. J: If the bucket pulls down the string then the string opens the box. K: If the box is opened then fire lights the rocket. L: If the rocket is lit then the hook pulls string. M: If the hook pulls the string then the mans faces is wiped with the napkin. This is very complicated contraption used to wipe mans face. Purdue University liked these cartoons so much that they started the Rube Goldberg Contest in 1949. This past year the task was to pump hand sanitizer into someones hand in no less than 20 steps. conditional statement (also called an If-Then Statement) is statement with hypothesis followed by conclusion. The hypothesis is the first or if part of conditional statement. The conclusion is the second or then part of conditional statement. ,Face (geometry)|Face (geometry)|Face (geometry)|Equilateral triangle|Edge (geometry)|Edge (geometry)|Edge (geometry)|Vertex (geometry)|Vertex (geometry)|Vertex (geometry)|Triangle|Triangle
16,16,2.3,"Converse, Inverse, and Contrapositive",77,"Here youll learn how to find the converse inverse and contrapositive of conditional statement. You will also learn how to determine whether or not statement is biconditional. What if your sister told you ""if you do the dishes then will help you with your homework Consider the statement: If the weather is nice then will wash the car. If then where the weather is nice and will wash the car. Or q. In addition to these positives we can also write the negations or nots of and q. The symbolic version of not is p. the weather is not nice will not wash the car Using these negations and switching the order of and we can create three more conditional statements. Converse www.ck12.org the weather is nice If {z wash {z the car then Inverse If wont {z wash the car the weather {z is not nice then Contrapositive If the weather dont wash {z the car then {z is not nice If we accept If the weather is nice then Ill wash the car as true then the converse and inverse are not necessarily true. However if we take the original statement to be true then the contrapositive is also true. We say that the contrapositive is logically equivalent to the original if-then statement. It is sometimes the case that statement and its converse will both be true. These types of statements are called biconditional statements. So is true and is true. It is written with double arrow to indicate that it does not matter if or is first. It is said if and only if q. Replace the if-then with if and only if in the middle of the statement. If and only if can be abbreviated iff. conditional statement (also called an if-then statement) is statement with hypothesis followed by conclu- sion. The hypothesis is the first or if part of conditional statement. The conclusion is the second or then part of conditional statement. The conclusion is the result of hypothesis. The converse of conditional statement is when the hypothesis and conclusion are switched. The inverse of conditional statement is when both the hypothesis and conclusions are negated. The contrapositive of conditional statement is when the hypothesis and conclusions have been both switched and negated. When the original statement and converse are both true then the statement is biconditional statement. ",
17,17,2.4,Inductive Reasoning from Patterns,65,Here youll learn how to inductively draw conclusions from patterns in order to make predictions and solve problems. The Locker Problemchange means closing lockers that are open and opening lockers that are closed). The fourth student will change the position of all locker doors numbered with multiples of four and so on. Imagine that this continues until the 1000 students have followed the pattern with the 1000 lockers. At the end which lockers will be open and which will be closed? After completing this Concept you will be able to use inductive reasoning solve this problem. Inductive reasoning is making conclusions based upon observations and patterns. Visual patterns and number patterns provide good examples of inductive reasoning. Lets look at some patterns to get feel for what inductive reasoning is. The Locker Problem Revisited Start by looking at the pattern. Red numbers are OPEN lockers. Student changes every locker: 8. 1000 Student changes every nd locker: 10 11 12. 1000 Student changes every rd locker: 10 11 12. 1000 Student changes every th locker: 10 11 12. 1000 If you continue on in this way the only lockers that will be left open are the numbers with an odd number of factors or the square numbers: 16 25 36 49 64 81 100 121 144 169 196 225 256 289 324 361 400 441 484 529 576 625 676 729 784 841 900 and 961. Inductive reasoning is making conclusions based upon observations and patterns. ,Square
18,18,2.5,Deductive Reasoning,70,Here youll learn how to deductively draw conclusions from facts using the Law of Detachment the Law of Contrapositive and the Law of Syllogism. What if in fictitious far-away land poor peasant were awaiting his fate from the king? He is standing in stadium filled with spectators pointing and wondering what is going to happen. Finally the king directs everyones attention to two doors at the floor level with the peasant. Both doors have signs on them which are below: Logic is the study of reasoning. Deductive reasoning draws conclusions from facts. Typically conclusions are drawn from general statements about something more specific. Law of Detachment Here are two true statements: Every odd number is the sum of an even and an odd number. is an odd number. What can you conclude? Based on only these two true statements there is one conclusion: is the sum of an even and an odd number.5 or 1). Lets change this example into symbolic form. number is odd It is the sum of an even and odd number So the first statement is q. The second statement is an odd number is specific example of p. number is 5. The conclusion is q. Again it is specific example such as or 3. The symbolic form is: symbol for therefore All deductive arguments that follow this pattern have special name the Law of Detachment. The Law of Detachment says that if is true statement and given then you can conclude q. Another way to say the Law of Detachment is: If is true and is true then is true. Law of Contrapositive The following two statements are true: If student is in Geometry then he or she has passed Algebra I. Daniel has not passed Algebra I. What can you conclude from these two statements? These statements are in the form: is the beginning of the contrapositive p) therefore the logical conclusion is p: Daniel is not in Geometry. This example is called the Law of Contrapositive. The Law of Contrapositive says that if is true statement and given then you can conclude p. Recall that the logical equivalent to conditional statement is its contrapositive. Therefore the Law of Contrapositive is logical argument. Law of Syllogism Determine the conclusion from the following true statements. If Pete is late Mark will be late. If Mark is late Karl will be late. So if Pete is late what will happen? If Pete is late this starts domino effect of lateness. Mark will be late and Karl will be late too. So if Pete is late then Karl will be lateLaw of Syllogism says that if and are true then is the logical conclusion. Typically when there are more than two linked statements we continue to use the next letter(s) in the alphabet to represent the next statement(s) and so on Concept Problem Revisited Analyze the two statements on the doors. Door A: IN THIS ROOM THERE IS LADY AND IN THE OTHER ROOM THERE IS TIGER. Door B: IN ONE OF THESE ROOMS THERE IS LADY AND IN ONE OF THE OTHER ROOMS THERE IS TIGER. We know that one door is true so the other one must be false. Lets assume that Door is true. That means the lady is behind Door and the tiger is behind Door B. However if we read Door carefully it says in one of these rooms which means the lady could be behind either door which is actually the true statement. So because Door is the true statement Door is false and the tiger is actually behind it. Therefore the peasant should pick Door B. Logic is the study of reasoning. Deductive reasoning draws conclusions from facts. ,Geometry|Geometry|Point (geometry)
19,19,2.6,Truth Tables,81,Here youll learn how to use truth table to analyze logic. What if you needed to analyze complex logical argument? How could you do this is an organized way making sure to account for everything? After completing this Concept youll be able to use truth tables as way to organize and analyze logic. Guidance So far we know these symbols for logic: not (negation) if-then therefore Two more symbols are: and or We would write and as and or as q. Truth tables use these symbols and are another way to analyze logic. First lets relate and p. To make it easier set as: An even number. Therefore is An odd number. Make truth table to find out if they are both true. Begin with all the truths of true (T) or false (F). Truth tables use symbols to analyze logic. ,
20,20,2.7,Properties of Equality and Congruence,84,Here youll review the properties of equality you learned in previous concepts be introduced to the properties of congruence and learn how to use these properties. What if you wanted to solve an equation and justify each step? What mathematical properties could you use in your justification? After completing this Concept you be able to see how the properties of equality from Algebra relate to geometric properties of congruence. The basic properties of equality were introduced to you in Algebra I. Here they are again: For all real numbers and c: Recall that AB CD if and only if AB CD. AB and CD represent segments while AB and CD are lengths of those segments which means that AB and CD are numbers. The properties of equality apply to AB and CD. This also holds true for angles and their measures. ABC DEF if and only if ABC DEF. Therefore the properties of equality apply to ABC and DEF. Just like the properties of equality there are properties of congruence. These properties hold for figures and shapes. When you solve equations in algebra you use properties of equality. You might not write out the logical justification for each step in your solution but you should know that there is an equality property that justifies that step. We will abbreviate Property of Equality PoE and Property of Congruence PoC. ,Angle|Congruence (geometry)|Congruence (geometry)|Congruence (geometry)|Congruence (geometry)|Congruence (geometry)|Congruence (geometry)|Congruence (geometry)|Congruence (geometry)|Congruence (geometry)|Congruence (geometry)|Congruence (geometry)|Congruence (geometry)|Congruence (geometry)|Geometry|Line segment|Line segment
